"id(unique)","floor","name","words","desc","images"
"grand","0","校庭","グランド トラック","広い校庭","0001.jpg","0002.jpg"
"1a","0","1A","普通教室",""
"1b","0","1B","普通教室",""
"1c","0","1C","普通教室",""
"1d","0","1D","普通教室",""
"1e","0","1E","普通教室",""
"1f","0","1F","普通教室",""
"1g","0","1G","普通教室",""
"1h","0","1H","普通教室",""
